"trick_slug","symbolic_group_id","membership_reason","confidence","source"
"fairy_symposium_eggbeater","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"fairy_symposium_mirage","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"fairy_symposium_mirage","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"fairy_symposium_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"fairy_symposium_whirl","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"fairy_symposium_whirl","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"fairy_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"fairy_weaving_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"fairy_weaving_clipper","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"fairy_weaving_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"fairy_whirl","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"fairy_whirl","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"fairy_zulu_butterfly","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"fairy_zulu_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"fairy_zulu_butterfly","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"fairy_zulu_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"fairy_zulu_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"fairy_zulu_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"fender","blender-rotational-topology","base_trick=blender","high","topology heuristic"
"fender_bender","blender-rotational-topology","base_trick=blender","high","topology heuristic"
"feral","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"feral","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"flail","hippy-out-dex","base_trick=illusion","high","base_trick mapping"
"flail","illusion-topology","base_trick=illusion","high","topology heuristic"
"flail","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"flail","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"floatation","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"floatation","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"floatation","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"floating_mirage","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"floating_mirage","mirage-topology","base_trick=mirage","high","topology heuristic"
"floating_mirage","toe-ending","compound terminates in toe_stall via canonical-name pattern","medium","canonical-name heuristic"
"flurry","leggy-pass","base_trick=legover","high","base_trick mapping"
"flurry","legover-topology","base_trick=legover","high","topology heuristic"
"flux","osis-rotational-topology","base_trick=osis","high","topology heuristic"
"flying_clipper","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"flying_fish","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"flying_fish","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"flying_fish","mirage-topology","base_trick=mirage","high","topology heuristic"
"flying_inside","stall-1add-topology","1-ADD primitive contact/stall","high","topology heuristic"
"flying_outside","stall-1add-topology","1-ADD primitive contact/stall","high","topology heuristic"
"fog","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"fog","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"food_processor","blender-rotational-topology","base_trick=blender","high","topology heuristic"
"food_processor","blurry-family","modifier_link=blurry","high","freestyle_trick_modifier_links"
"forehead_stall","stall-1add-topology","1-ADD primitive contact/stall","high","topology heuristic"
"forque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"fume","drifter-miraging-clipper-topology","base_trick=drifter","high","topology heuristic"
"fury","furious-family","modifier_link=furious","high","freestyle_trick_modifier_links"
"fury","hippy-in-dex","base_trick=mirage","high","base_trick mapping"
"fury","mirage-topology","base_trick=mirage","high","topology heuristic"
"fury","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"gauntlet","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"gauntlet","paradox-family","modifier_link=paradox","high","freestyle_trick_modifier_links"
"gauntlet","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"gauntlet","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"genesis","front-spin-dex","base_trick=whirl","high","base_trick mapping"
"genesis","whirl-rotational-topology","base_trick=whirl","high","topology heuristic"
"genuphobia","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"genuphobia","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"genuphobia","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"goliath","leggy-pass","base_trick=legover","high","base_trick mapping"
"goliath","legover-topology","base_trick=legover","high","topology heuristic"
"grave_digger","stepping-family","modifier_link=stepping","high","freestyle_trick_modifier_links"
"grave_digger","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"gyro_barfly","barfly-double-loop-topology","base_trick=barfly","high","topology heuristic"
"gyro_barfly","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"gyro_barrage","double-dex-topology","barrage/barfly canonical double-dex pattern","high","topology heuristic"
"gyro_barrage","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"gyro_blender","blender-rotational-topology","base_trick=blender","high","topology heuristic"
"gyro_blender","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"gyro_butterfly","butterfly-wing-topology","base_trick=butterfly","high","topology heuristic"
"gyro_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"gyro_butterfly","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"gyro_butterfly","wing-motion-dex","base_trick=butterfly","high","base_trick mapping"
"gyro_butterfly_swirl","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"gyro_butterfly_swirl","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"gyro_clipper","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"gyro_clipper","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"gyro_dada_curve","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"gyro_diving_butterfly","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"gyro_diving_butterfly","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"gyro_diving_clipper","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"gyro_diving_clipper","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"gyro_diving_symposium_torque","diving-family","modifier_link=diving","high","freestyle_trick_modifier_links"
"gyro_diving_symposium_torque","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"gyro_diving_symposium_torque","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"gyro_diving_symposium_torque","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"gyro_diving_symposium_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"gyro_double_leg_over","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"gyro_double_over_down","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"gyro_double_pickup","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"gyro_ducking_symposium_torque","ducking-family","modifier_link=ducking","high","freestyle_trick_modifier_links"
"gyro_ducking_symposium_torque","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"gyro_ducking_symposium_torque","no-plant-while-symposium","modifier_link=symposium","high","execution-pattern rule"
"gyro_ducking_symposium_torque","symposium-family","modifier_link=symposium","high","freestyle_trick_modifier_links"
"gyro_ducking_symposium_torque","torque-rotational-topology","base_trick=torque","high","topology heuristic"
"gyro_eclipse","clipper-ending","compound terminates in clipper_stall via wing-motion or canonical-name pattern","medium","canonical-name heuristic"
"gyro_eclipse","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"gyro_eggbeater","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"gyro_flail","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"gyro_guay","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
"gyro_illusion","gyro-family","modifier_link=gyro","high","freestyle_trick_modifier_links"
